source_url,condition_id,group_name,raw_text,original_category,new_category,action
https://www.card-gorilla.com/card/detail/453,243,바우처,"Free Package (연 1회, 택 1)",기타,기타,KEPT_AS_GITA_NO_KEYWORD_MATCH
https://www.card-gorilla.com/card/detail/453,243,프리미엄 서비스,프리머스카드 공통서비스,기타,기타,KEPT_AS_GITA_NO_KEYWORD_MATCH
https://www.card-gorilla.com/card/detail/455,245,교육/육아,롯데 국민행복카드 특화서비스,기타,기타,KEPT_AS_GITA_NO_KEYWORD_MATCH
https://www.card-gorilla.com/card/detail/457,246,수수료우대,[해외서비스] 해외이용수수료 면제,기타,기타,KEPT_AS_GITA_NO_KEYWORD_MATCH
https://www.card-gorilla.com/card/detail/458,247,선택형,라이프스타일 옵션 패키지,기타,기타,KEPT_AS_GITA_NO_KEYWORD_MATCH
https://www.card-gorilla.com/card/detail/473,254,여행/숙박,프리미엄 투어 서비스,기타,기타,KEPT_AS_GITA_NO_KEYWORD_MATCH
https://www.card-gorilla.com/card/detail/473,254,프리미엄 서비스,UnionPay Platinum 서비스,기타,기타,KEPT_AS_GITA_NO_KEYWORD_MATCH
https://www.card-gorilla.com/card/detail/488,264,프리미엄 서비스,Easy auto 티타늄 서비스,기타,기타,KEPT_AS_GITA_NO_KEYWORD_MATCH
https://www.card-gorilla.com/card/detail/489,265,생활,Easy fly+ 서비스,기타,기타,KEPT_AS_GITA_NO_KEYWORD_MATCH
https://www.card-gorilla.com/card/detail/489,265,프리미엄,Easy fly 티타늄 서비스,기타,기타,KEPT_AS_GITA_NO_KEYWORD_MATCH
https://www.card-gorilla.com/card/detail/489,265,", ‘여행족이 뽑은 여행 혜택 1위’ 설문조사 발표",탄탄대로 Miz&Mr 티타늄카드,기타,기타,KEPT_AS_GITA_NO_KEYWORD_MATCH
https://www.card-gorilla.com/card/detail/502,271,기타,"네이버에서 네이버투자통장(삼성증권 CMA계좌) 개설 후, 네이버에서만 카드신청 가능",기타,기타,KEPT_AS_GITA_NO_KEYWORD_MATCH
https://www.card-gorilla.com/card/detail/502,271,프리미엄 서비스,Platinum Service,기타,기타,KEPT_AS_GITA_NO_KEYWORD_MATCH
https://www.card-gorilla.com/card/detail/508,273,금융,전자금융 수수료 면제,기타,기타,KEPT_AS_GITA_NO_KEYWORD_MATCH
https://www.card-gorilla.com/card/detail/517,275,은행사,NH1934체크카드 & NH1934우대통장 교차이용 혜택,기타,기타,KEPT_AS_GITA_NO_KEYWORD_MATCH
https://www.card-gorilla.com/card/detail/522,277,프리미엄 서비스,Liiv M 마스터 티타늄 서비스,기타,기타,KEPT_AS_GITA_NO_KEYWORD_MATCH
https://www.card-gorilla.com/card/detail/529,279,기타,"연회비 감면
MasterCard/VISA 서비스",기타,기타,KEPT_AS_GITA_NO_KEYWORD_MATCH
https://www.card-gorilla.com/card/detail/535,282,생활,Be My Guest / Star Point / Life Support / Bonus Present,기타,기타,KEPT_AS_GITA_NO_KEYWORD_MATCH
https://www.card-gorilla.com/card/detail/535,282,프리미엄 서비스,AMEX Platinum 서비스,기타,기타,KEPT_AS_GITA_NO_KEYWORD_MATCH
